response_time,recorded_at_time,line_ref,direction_ref,vehicle_ref,block_ref,longitude,latitude,passenger_count,passenger_capacity
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:42.000-04:00,MTA NYCT_S78,0,MTA NYCT_8135,MTA NYCT_CH_D0-Weekday_C_CH_32400_S78-710,-74.198968,40.518753,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:50.000-04:00,MTA NYCT_S74,0,MTA NYCT_8136,MTA NYCT_CH_D0-Weekday_C_CH_21600_S7484-710,-74.14743,40.571233,6,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:03.000-04:00,MTA NYCT_S78,1,MTA NYCT_8137,MTA NYCT_CH_D0-Weekday_C_CH_25200_S78-718,-74.111445,40.568888,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:42.000-04:00,MTA NYCT_S74,1,MTA NYCT_8139,MTA NYCT_CH_D0-Weekday_C_CH_26100_S7484-714,-74.127165,40.576125,11,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:44.000-04:00,MTA NYCT_M101,0,MTA NYCT_5924,MTA NYCT_OH_D0-Weekday_C_OH_25440_M101-58,-73.94533,40.828337,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:58.000-04:00,MTA NYCT_M15,0,MTA NYCT_5925,MTA NYCT_OH_D0-Weekday_C_OH_22680_M15-216,-73.931823,40.802901,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:57.000-04:00,MTA NYCT_BX9,0,MTA NYCT_5922,MTA NYCT_KB_D0-Weekday_C_KB_22920_BX9-620,-73.877875,40.839952,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:55.000-04:00,MTA NYCT_SIM4C,0,MTA NYCT_2898,MTA NYCT_CH_D0-Weekday_C_CH_20100_SIM26-706,-74.114958,40.611131,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:39.000-04:00,MTA NYCT_BX2,0,MTA NYCT_5929,,-73.896594,40.881043,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:45.000-04:00,MTA NYCT_M101,1,MTA NYCT_5926,MTA NYCT_OH_D0-Weekday_C_OH_18900_M101-25,-73.972407,40.756427,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:06.000-04:00,MTA NYCT_M15,0,MTA NYCT_5927,MTA NYCT_OH_D0-Weekday_C_OH_23100_M15-217,-73.969133,40.749668,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:06.000-04:00,MTA NYCT_M101,1,MTA NYCT_5910,MTA NYCT_OH_D0-Weekday_C_OH_24240_M101-54,-73.928751,40.856114,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:59.000-04:00,MTA NYCT_M101,1,MTA NYCT_5914,MTA NYCT_OH_D0-Weekday_C_OH_22800_M101-49,-73.979515,40.746677,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:38.000-04:00,MTA NYCT_M15,0,MTA NYCT_5912,MTA NYCT_OH_D0-Weekday_C_OH_26280_M15-224,-73.991672,40.716426,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:37.000-04:00,MTA NYCT_M101,1,MTA NYCT_5915,MTA NYCT_OH_D0-Weekday_C_OH_1020_M101-3,-73.952389,40.818673,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:59.000-04:00,MTA NYCT_M15,0,MTA NYCT_5916,MTA NYCT_OH_D0-Weekday_C_OH_24480_M15-219,-73.960803,40.761201,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:05.000-04:00,MTA NYCT_S57,1,MTA NYCT_8191,MTA NYCT_YU_D0-Weekday_C_YU_23400_S57-4,-74.121529,40.575094,7,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:54.000-04:00,MTA NYCT_S89,1,MTA NYCT_8194,MTA NYCT_YU_D0-Weekday_C_YU_20460_S89-3,-74.169796,40.577652,3,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:04.000-04:00,MTA NYCT_S59,1,MTA NYCT_8195,MTA NYCT_YU_D0-Weekday_C_YU_14820_S59-1,-74.247397,40.50891,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:02.000-04:00,MTA NYCT_S61,1,MTA NYCT_8197,MTA NYCT_YU_D0-Weekday_C_YU_19140_MISC-112,-74.134402,40.60112,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:38.000-04:00,MTA NYCT_S59,0,MTA NYCT_8198,MTA NYCT_YU_D0-Weekday_C_YU_23220_MISC-139,-74.230471,40.507621,2,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:49.000-04:00,MTA NYCT_S61,0,MTA NYCT_8199,MTA NYCT_YU_D0-Weekday_C_YU_18240_MISC-109,-74.160312,40.584687,3,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:50.000-04:00,MTA NYCT_M103,1,MTA NYCT_5903,,-73.992999,40.722996,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:49.000-04:00,MTA NYCT_M15,1,MTA NYCT_5900,,-73.979656,40.739613,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:48.000-04:00,MTA NYCT_M102,0,MTA NYCT_5906,MTA NYCT_OH_D0-Weekday_C_OH_17460_M101-16,-73.937846,40.822808,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:01.000-04:00,MTA NYCT_M15,1,MTA NYCT_5907,MTA NYCT_OH_D0-Weekday_C_OH_30660_M15-231,-73.958636,40.768426,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:01.000-04:00,MTA NYCT_M103,1,MTA NYCT_5905,MTA NYCT_OH_D0-Weekday_C_OH_18060_M101-19,-74.006838,40.711766,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:43.000-04:00,MTA NYCT_M102,1,MTA NYCT_5908,MTA NYCT_OH_D0-Weekday_C_OH_21000_M101-40,-73.97857,40.747974,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:03.000-04:00,MTA NYCT_M102,1,MTA NYCT_5909,MTA NYCT_OH_D0-Weekday_C_OH_19920_M101-33,-73.939393,40.816223,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:45.000-04:00,MTA NYCT_S78,1,MTA NYCT_8180,MTA NYCT_CH_D0-Weekday_C_CH_23280_S78-713,-74.153167,40.535039,11,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:52.000-04:00,MTA NYCT_S74,0,MTA NYCT_8182,MTA NYCT_CH_D0-Weekday_C_CH_22380_S7484-711,-74.22171,40.549949,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:54.000-04:00,MTA NYCT_S59,1,MTA NYCT_8187,,-74.144421,40.624976,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:51.000-04:00,MTA NYCT_S74,1,MTA NYCT_8171,MTA NYCT_CH_D0-Weekday_C_CH_15300_S7484-703,-74.191329,40.562519,9,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:52.000-04:00,MTA NYCT_S78,0,MTA NYCT_8172,MTA NYCT_CH_D0-Weekday_C_CH_31500_S78-714,-74.129248,40.555413,5,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:04.000-04:00,MTA NYCT_S78,0,MTA NYCT_8176,MTA NYCT_CH_D0-Weekday_C_CH_18600_S78-705,-74.076769,40.632993,10,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:43.000-04:00,MTA NYCT_S55,1,MTA NYCT_8178,MTA NYCT_CH_D0-Weekday_C_CH_30000_MISC-842,-74.220282,40.547704,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:42.000-04:00,MTA NYCT_B45,0,MTA NYCT_7689,MTA NYCT_EN_D0-Weekday_C_EN_23040_B45-805,-73.988418,40.690677,1,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:47.000-04:00,MTA NYCT_B14,0,MTA NYCT_7691,MTA NYCT_EN_D0-Weekday_C_EN_20940_B14-706,-73.905574,40.66468,13,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:06.000-04:00,MTA NYCT_B83,0,MTA NYCT_7690,MTA NYCT_EN_D0-Weekday_C_EN_24360_B83-309,-73.899949,40.67702,1,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:57.000-04:00,MTA NYCT_Q77,1,MTA NYCT_7699,MTA NYCT_JA_D0-Weekday_C_JA_21540_Q77-501,-73.765404,40.718351,7,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:02.000-04:00,MTA NYCT_BX11,0,MTA NYCT_7698,MTA NYCT_WF_D0-Weekday_C_WF_27240_BX11-223,-73.914284,40.838812,25,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:51.000-04:00,MTA NYCT_BX21,1,MTA NYCT_7697,MTA NYCT_WF_D0-Weekday_C_WF_2880_BX21-402,-73.905173,40.827033,15,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:53.000-04:00,MTA NYCT_B82+,0,MTA NYCT_7682,MTA NYCT_EN_D0-Weekday_C_EN_25500_SBS82-920,-73.917779,40.632592,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:44.000-04:00,MTA NYCT_B45,1,MTA NYCT_7687,MTA NYCT_EN_D0-Weekday_C_EN_20640_B45-803,-73.923237,40.670164,1,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:03.000-04:00,MTA NYCT_Q56,1,MTA NYCT_7686,MTA NYCT_EN_D0-Weekday_C_EN_26340_Q56-469,-73.87486,40.688916,7,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:43.000-04:00,MTA NYCT_S56,0,MTA NYCT_8120,MTA NYCT_CH_D0-Weekday_C_CH_20760_S56-701,-74.203501,40.53336,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:40.000-04:00,MTA NYCT_S78,1,MTA NYCT_8125,MTA NYCT_CH_D0-Weekday_C_CH_6300_S78-701,-74.073558,40.643393,4,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:37.000-04:00,MTA NYCT_S55,0,MTA NYCT_8128,MTA NYCT_CH_D0-Weekday_C_CH_23580_MISC-837,-74.171195,40.560488,1,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:52.000-04:00,MTA NYCT_S44,0,MTA NYCT_8108,MTA NYCT_YU_D0-Weekday_C_YU_24420_MISC-146,-74.162388,40.598142,1,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:53.000-04:00,MTA NYCT_S61,0,MTA NYCT_8114,MTA NYCT_YU_D0-Weekday_C_YU_23760_MISC-142,-74.103184,40.616549,11,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:40.000-04:00,MTA NYCT_S59,1,MTA NYCT_8116,MTA NYCT_YU_D0-Weekday_C_YU_20700_S59-6,-74.168652,40.586074,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:44.000-04:00,MTA NYCT_Q30,0,MTA NYCT_8101,MTA NYCT_JA_D0-Weekday_C_JA_31140_MISC-705,-73.79292,40.738862,9,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:38.000-04:00,MTA NYCT_Q84,0,MTA NYCT_8102,MTA NYCT_JA_D0-Weekday_C_JA_23280_MISC-769,-73.729872,40.679768,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:02.000-04:00,MTA NYCT_Q17,1,MTA NYCT_8103,MTA NYCT_JA_D0-Weekday_C_JA_25920_MISC-708,-73.794704,40.706923,1,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:07.000-04:00,MTA NYCT_Q30,1,MTA NYCT_8104,MTA NYCT_JA_D0-Weekday_C_JA_21900_Q30-405,-73.739201,40.756785,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:38.000-04:00,MTA NYCT_Q84,1,MTA NYCT_8106,MTA NYCT_JA_D0-Weekday_C_JA_21720_MISC-751,-73.799862,40.702482,9,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:44.000-04:00,MTA NYCT_B41,1,MTA NYCT_7626,MTA NYCT_FB_D0-Weekday_C_FB_25260_B41-232,-73.95725,40.642128,8,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:03.000-04:00,MTA NYCT_B46+,1,MTA NYCT_7625,MTA NYCT_FB_D0-Weekday_C_FB_21900_SBS46-709,-73.927156,40.621501,9,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:57.000-04:00,MTA NYCT_B41,1,MTA NYCT_4599,MTA NYCT_FB_D0-Weekday_C_FB_18540_B41-212,-73.959823,40.655434,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:53.000-04:00,MTA NYCT_B9,1,MTA NYCT_669,MTA NYCT_JG_D0-Weekday_C_JG_26040_B9-218,-73.96849,40.617061,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:40.000-04:00,MTA NYCT_B41,0,MTA NYCT_7623,MTA NYCT_FB_D0-Weekday_C_FB_23520_B41-224,-73.969004,40.67245,12,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:00.000-04:00,MTA NYCT_B41,0,MTA NYCT_7629,MTA NYCT_FB_D0-Weekday_C_FB_19620_B41-229,-73.990916,40.695383,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:07.000-04:00,MTA NYCT_B41,1,MTA NYCT_7627,MTA NYCT_FB_D0-Weekday_C_FB_27420_B41-238,-73.988999,40.69545,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:39.000-04:00,MTA NYCT_B4,1,MTA NYCT_663,MTA NYCT_JG_D0-Weekday_C_JG_23820_B4-14,-73.999144,40.615305,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:48.000-04:00,MTA NYCT_B37,1,MTA NYCT_660,MTA NYCT_JG_D0-Weekday_C_JG_25620_B37-607,-74.033042,40.613516,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:38.000-04:00,MTA NYCT_B9,0,MTA NYCT_661,MTA NYCT_JG_D0-Weekday_C_JG_20880_B9-208,-73.961423,40.617832,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:45.000-04:00,MTA NYCT_B69,0,MTA NYCT_667,MTA NYCT_JG_D0-Weekday_C_JG_22320_B6769-911,-73.968022,40.684045,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:55.000-04:00,MTA NYCT_B61,1,MTA NYCT_664,MTA NYCT_JG_D0-Weekday_C_JG_16200_B61-806,-73.989134,40.691935,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:04.000-04:00,MTA NYCT_B2,1,MTA NYCT_7633,MTA NYCT_FB_D0-Weekday_C_FB_25620_B31-106,-73.93303,40.611231,3,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:01.000-04:00,MTA NYCT_B41,0,MTA NYCT_7631,MTA NYCT_FB_D0-Weekday_C_FB_23460_B41-223,-73.941664,40.62716,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:00.000-04:00,MTA NYCT_B41,1,MTA NYCT_7630,MTA NYCT_FB_D0-Weekday_C_FB_24780_B41-230,-73.937388,40.623095,11,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:46.000-04:00,MTA NYCT_B44,1,MTA NYCT_4589,MTA NYCT_FB_D0-Weekday_C_FB_24300_B44-318,-73.933873,40.586034,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:59.000-04:00,MTA NYCT_M66,1,MTA NYCT_7614,MTA NYCT_MQ_D0-Weekday_C_MQ_26580_M66-510,-73.958884,40.764852,7,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:38.000-04:00,MTA NYCT_M100,1,MTA NYCT_4587,MTA NYCT_KB_D0-Weekday_C_KB_15900_M100-2,-73.912377,40.872639,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:56.000-04:00,MTA NYCT_B41,1,MTA NYCT_4588,MTA NYCT_FB_D0-Weekday_C_FB_23400_B41-222,-73.980178,40.687484,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:06.000-04:00,MTA NYCT_B41,0,MTA NYCT_7619,MTA NYCT_FB_D0-Weekday_C_FB_25500_B41-234,-73.99065,40.693227,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:55.000-04:00,MTA NYCT_B46+,1,MTA NYCT_7618,MTA NYCT_FB_D0-Weekday_C_FB_22860_SBS46-712,-73.931354,40.660794,2,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:53.000-04:00,MTA NYCT_B41,0,MTA NYCT_7617,MTA NYCT_FB_D0-Weekday_C_FB_25260_B41-231,-73.95583,40.640694,15,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:45.000-04:00,MTA NYCT_B31,1,MTA NYCT_4592,MTA NYCT_FB_D0-Weekday_C_FB_17280_B31-101,-73.950034,40.606622,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:50.000-04:00,MTA NYCT_B44,1,MTA NYCT_4591,MTA NYCT_FB_D0-Weekday_C_FB_25260_B44-302,-73.944936,40.616506,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:56.000-04:00,MTA NYCT_B46,0,MTA NYCT_4596,MTA NYCT_FB_D0-Weekday_C_FB_7980_B46-402,-73.927225,40.622167,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:02.000-04:00,MTA NYCT_B41,1,MTA NYCT_7621,MTA NYCT_FB_D0-Weekday_C_FB_24360_B41-226,-73.942077,40.627556,15,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:55.000-04:00,MTA NYCT_B46,1,MTA NYCT_4594,MTA NYCT_FB_D0-Weekday_C_FB_16500_B46-406,-73.921269,40.608541,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:41.000-04:00,MTA NYCT_B41,1,MTA NYCT_7620,MTA NYCT_FB_D0-Weekday_C_FB_25380_B41-233,-73.949025,40.634117,8,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:48.000-04:00,MTA NYCT_M42,1,MTA NYCT_7603,MTA NYCT_MQ_D0-Weekday_C_MQ_28080_M42-318,-74.000959,40.762583,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:04.000-04:00,MTA NYCT_Q58,0,MTA NYCT_4577,,-73.86144,40.744245,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:04.000-04:00,MTA NYCT_M72,0,MTA NYCT_7606,MTA NYCT_MQ_D0-Weekday_C_MQ_20760_M72-603,-73.954134,40.767023,9,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:55.000-04:00,MTA NYCT_M66,1,MTA NYCT_7605,MTA NYCT_MQ_D0-Weekday_C_MQ_25980_M66-509,-73.9861,40.775513,2,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:39.000-04:00,MTA NYCT_M8,0,MTA NYCT_7609,MTA NYCT_MQ_D0-Weekday_C_MQ_26580_M8-6,-73.974703,40.724665,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:48.000-04:00,MTA NYCT_BX7,1,MTA NYCT_4581,MTA NYCT_KB_D0-Weekday_C_KB_24480_BX7-515,-73.93984,40.839728,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:41.000-04:00,MTA NYCT_M100,0,MTA NYCT_4580,MTA NYCT_KB_D0-Weekday_C_KB_25980_M100-19,-73.951191,40.820305,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:57.000-04:00,MTA NYCT_M66,0,MTA NYCT_7610,MTA NYCT_MQ_D0-Weekday_C_MQ_24300_M66-506,-73.969708,40.767793,7,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:47.000-04:00,MTA NYCT_BX13,1,MTA NYCT_4583,,-73.923132,40.8423,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:06.000-04:00,MTA NYCT_M103,1,MTA NYCT_5898,,-73.982167,40.743038,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:52.000-04:00,MTA NYCT_B48,0,MTA NYCT_4565,MTA NYCT_GA_D0-Weekday_C_GA_24600_B48-504,-73.939449,40.726066,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:59.000-04:00,MTA NYCT_M103,0,MTA NYCT_5897,MTA NYCT_OH_D0-Weekday_C_OH_15960_M101-11,-73.96317,40.76619,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:49.000-04:00,MTA NYCT_B60,0,MTA NYCT_4566,MTA NYCT_GA_D0-Weekday_C_GA_25320_Q59-914,-73.910923,40.685309,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:45.000-04:00,MTA NYCT_Q28,1,MTA NYCT_4574,MTA NYCT_CS_D0-Weekday_C_CS_25380_MISC-478,-73.81968,40.765113,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:06.000-04:00,MTA NYCT_M72,1,MTA NYCT_7600,MTA NYCT_MQ_D0-Weekday_C_MQ_19560_M72-601,-73.978541,40.77231,7,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:50.000-04:00,MTA NYCT_B52,1,MTA NYCT_4572,MTA NYCT_FP_D0-Weekday_C_FP_18300_B52-305,-73.956641,40.685512,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:55.000-04:00,MTA NYCT_Q32,1,MTA NYCT_4573,MTA NYCT_CS_D0-Weekday_C_CS_20820_Q32-756,-73.948812,40.754484,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:04.000-04:00,MTA NYCT_B82+,0,MTA NYCT_7668,MTA NYCT_EN_D0-Weekday_C_EN_23940_SBS82-917,-73.877728,40.643724,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:35.000-04:00,MTA NYCT_B82+,0,MTA NYCT_7673,MTA NYCT_EN_D0-Weekday_C_EN_27900_SBS82-923,-73.994396,40.593752,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:43.000-04:00,MTA NYCT_B82+,1,MTA NYCT_7672,MTA NYCT_EN_D0-Weekday_C_EN_21780_SBS82-912,-73.955662,40.610316,15,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:04.000-04:00,MTA NYCT_B82+,1,MTA NYCT_7670,MTA NYCT_EN_D0-Weekday_C_EN_21060_SBS82-910,-73.973922,40.604358,18,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:57.000-04:00,MTA NYCT_B82+,0,MTA NYCT_7676,MTA NYCT_EN_D0-Weekday_C_EN_26640_SBS82-922,-73.954182,40.610424,16,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:47.000-04:00,MTA NYCT_B82+,1,MTA NYCT_7659,MTA NYCT_EN_D0-Weekday_C_EN_16140_SBS82-901,-73.902168,40.645557,10,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:41.000-04:00,MTA NYCT_B41,0,MTA NYCT_7658,MTA NYCT_FB_D0-Weekday_C_FB_13020_B41-205,-73.990743,40.694806,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:49.000-04:00,MTA NYCT_B41,0,MTA NYCT_7657,MTA NYCT_FB_D0-Weekday_C_FB_22740_B31-105,-73.987636,40.690388,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:52.000-04:00,MTA NYCT_B41,1,MTA NYCT_7656,MTA NYCT_FB_D0-Weekday_C_FB_24660_B41-228,-73.908211,40.62011,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:47.000-04:00,MTA NYCT_BX46,1,MTA NYCT_695,MTA NYCT_WF_D0-Weekday_C_WF_18720_BX46-951,-73.901749,40.819365,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:02.000-04:00,MTA NYCT_BX8,0,MTA NYCT_696,MTA NYCT_WF_D0-Weekday_C_WF_22740_BX8-10,-73.859779,40.888407,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:43.000-04:00,MTA NYCT_BX11,1,MTA NYCT_693,MTA NYCT_WF_D0-Weekday_C_WF_23760_BX11-217,-73.934717,40.849727,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:00.000-04:00,MTA NYCT_BX17,1,MTA NYCT_694,MTA NYCT_WF_D0-Weekday_C_WF_15600_BX17-253,-73.898423,40.827368,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:04.000-04:00,MTA NYCT_BX21,1,MTA NYCT_699,MTA NYCT_WF_D0-Weekday_C_WF_23280_BX21-416,-73.860241,40.846437,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:47.000-04:00,MTA NYCT_BX33,0,MTA NYCT_697,MTA NYCT_WF_D0-Weekday_C_WF_18900_BX33-803,-73.938414,40.813073,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:44.000-04:00,MTA NYCT_BX31,1,MTA NYCT_698,MTA NYCT_WF_D0-Weekday_C_WF_23820_BX8-13,-73.843188,40.858506,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:49.000-04:00,MTA NYCT_BX11,0,MTA NYCT_691,MTA NYCT_WF_D0-Weekday_C_WF_27720_BX11-224,-73.917888,40.840306,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:00.000-04:00,MTA NYCT_BX33,0,MTA NYCT_692,MTA NYCT_WF_D0-Weekday_C_WF_15300_BX33-802,-73.911767,40.799534,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:56.000-04:00,MTA NYCT_BX31,0,MTA NYCT_690,MTA NYCT_WF_D0-Weekday_C_WF_23700_BX31-611,-73.867688,40.900236,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:45.000-04:00,MTA NYCT_B82+,0,MTA NYCT_7661,MTA NYCT_EN_D0-Weekday_C_EN_18660_SBS82-904,-73.946967,40.614517,34,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:39.000-04:00,MTA NYCT_B82+,0,MTA NYCT_7660,MTA NYCT_EN_D0-Weekday_C_EN_19620_SBS82-906,-73.988035,40.606211,12,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:25:05.000-04:00,MTA NYCT_B82+,0,MTA NYCT_7666,MTA NYCT_EN_D0-Weekday_C_EN_24900_SBS82-919,-73.88222,40.648153,9,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:59.000-04:00,MTA NYCT_B82+,1,MTA NYCT_7665,MTA NYCT_EN_D0-Weekday_C_EN_22500_SBS82-914,-73.922647,40.629454,31,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:50.000-04:00,MTA NYCT_B82+,0,MTA NYCT_7664,MTA NYCT_EN_D0-Weekday_C_EN_19140_SBS82-905,-73.967083,40.60561,15,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:51.000-04:00,MTA NYCT_B41,1,MTA NYCT_7648,MTA NYCT_FB_D0-Weekday_C_FB_26580_B41-207,-73.957226,40.642103,2,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:59.000-04:00,MTA NYCT_B41,1,MTA NYCT_7646,MTA NYCT_FB_D0-Weekday_C_FB_23880_B41-225,-73.909628,40.620039,,
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:48.000-04:00,MTA NYCT_B41,0,MTA NYCT_7645,MTA NYCT_FB_D0-Weekday_C_FB_23400_B41-201,-73.927401,40.614035,1,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:49.000-04:00,MTA NYCT_B46,1,MTA NYCT_7649,MTA NYCT_FB_D0-Weekday_C_FB_17640_B46-408,-73.931022,40.657646,17,0
2020-09-23T09:25:07.165-04:00,2020-09-23T09:24:47.000-04:00,MTA NYCT_BX31,0,MTA NYCT_684,MTA NYCT_WF_D0-Weekday_C_WF_24900_BX31-613,-73.842516,40.8682,,
